PMID,HCM_In_Title,HCM_In_Abstract,ECG_In_Title,ECG_In_Abstract,TI,AB
35621913,No,Yes,No,No,Deep Neural Network for Cardiac Magnetic Resonance Image Segmentation.,"The analysis and interpretation of cardiac magnetic resonance (CMR) images are often time-consuming. The automated segmentation of cardiac structures can reduce the time required for image analysis. Spatial similarities between different CMR image types were leveraged to jointly segment multiple sequences using a segmentation model termed a multi-image type UNet (MI-UNet). This model was developed from 72 exams (46% female, mean age 63 +/- 11 years) performed on patients with hypertrophic cardiomyopathy. The MI-UNet for steady-state free precession (SSFP) images achieved a superior Dice similarity coefficient (DSC) of 0.92 +/- 0.06 compared to 0.87 +/- 0.08 for a single-image type UNet (p < 0.001). The MI-UNet for late gadolinium enhancement (LGE) images also had a superior DSC of 0.86 +/- 0.11 compared to 0.78 +/- 0.11 for a single-image type UNet (p = 0.001). The difference across image types was most evident for the left ventricular myocardium in SSFP images and for both the left ventricular cavity and the left ventricular myocardium in LGE images. For the right ventricle, there were no differences in DCS when comparing the MI-UNet with single-image type UNets. The joint segmentation of multiple image types increases segmentation accuracy for CMR images of the left ventricle compared to single-image models. In clinical practice, the MI-UNet model may expedite the analysis and interpretation of CMR images of multiple types."
35598329,No,Yes,No,No,DeepHisCoM: deep learning pathway analysis using hierarchical structural component models.,"Many statistical methods for pathway analysis have been used to identify pathways associated with the disease along with biological factors such as genes and proteins. However, most pathway analysis methods neglect the complex nonlinear relationship between biological factors and pathways. In this study, we propose a Deep-learning pathway analysis using Hierarchical structured CoMponent models (DeepHisCoM) that utilize deep learning to consider a nonlinear complex contribution of biological factors to pathways by constructing a multilayered model which accounts for hierarchical biological structure. Through simulation studies, DeepHisCoM was shown to have a higher power in the nonlinear pathway effect and comparable power for the linear pathway effect when compared to the conventional pathway methods. Application to hepatocellular carcinoma (HCC) omics datasets, including metabolomic, transcriptomic and metagenomic datasets, demonstrated that DeepHisCoM successfully identified three well-known pathways that are highly associated with HCC, such as lysine degradation, valine, leucine and isoleucine biosynthesis and phenylalanine, tyrosine and tryptophan. Application to the coronavirus disease-2019 (COVID-19) single-nucleotide polymorphism (SNP) dataset also showed that DeepHisCoM identified four pathways that are highly associated with the severity of COVID-19, such as mitogen-activated protein kinase (MAPK) signaling pathway, gonadotropin-releasing hormone (GnRH) signaling pathway, hypertrophic cardiomyopathy and dilated cardiomyopathy. Codes are available at https://github.com/chanwoo-park-official/DeepHisCoM."
35581935,No,Yes,No,No,Phenotyping in heart failure with preserved ejection fraction: A key to find effective treatment.,"Heart failure with preserved ejection fraction (HFpEF) is an increasingly widespread medical condition, with excessive morbidity and mortality. Recently, for the first time in HFpEF, a reduction in the primary composite outcome of cardiovascular death or HF hospitalization was shown with empagliflozin. The failure of previous clinical trials in HFpEF might have resulted from suboptimal patient selection and inclusion of patients without ""true"" or clinically significant HFpEF. Another important factor might be the heterogeneity of HFpEF, and thus there is a growing interest in HFpEF phenotyping. This phenotyping can be based on clinical presentation (e.g., subtypes with predominant atrial fibrillation, obesity, pulmonary hypertension and right ventricular failure, coronary artery disease (CAD), or noncardiac comorbidities), but also on HFpEF etiology. Specific therapies, such as tafamidis in transthyretin-related amyloidosis (ATTR) or mavacamten in hypertrophic cardiomyopathy, have demonstrated their efficacy. However, pathomechanisms leading to the development of different phenotypes of HFpEF seem more complex and subtle. Machine learning and neural network models might help identify specific subgroups within the HFpEF population that either cluster patients with similar genetic, biochemical, echocardiographic or clinical characteristics, or respond similarly to a given treatment. Herein, we review different approaches to HFpEF phenotyping and present some distinct HFpEF subtypes."
35241683,No,Yes,No,No,Federated learning for multi-center imaging diagnostics: a simulation study in cardiovascular disease.,"Deep learning models can enable accurate and efficient disease diagnosis, but have thus far been hampered by the data scarcity present in the medical world. Automated diagnosis studies have been constrained by underpowered single-center datasets, and although some results have shown promise, their generalizability to other institutions remains questionable as the data heterogeneity between institutions is not taken into account. By allowing models to be trained in a distributed manner that preserves patients' privacy, federated learning promises to alleviate these issues, by enabling diligent multi-center studies. We present the first simulated federated learning study on the modality of cardiovascular magnetic resonance and use four centers derived from subsets of the M&M and ACDC datasets, focusing on the diagnosis of hypertrophic cardiomyopathy. We adapt a 3D-CNN network pretrained on action recognition and explore two different ways of incorporating shape prior information to the model, and four different data augmentation set-ups, systematically analyzing their impact on the different collaborative learning choices. We show that despite the small size of data (180 subjects derived from four centers), the privacy preserving federated learning achieves promising results that are competitive with traditional centralized learning. We further find that federatively trained models exhibit increased robustness and are more sensitive to domain shift effects."
35195663,No,Yes,No,No,High-Throughput Precision Phenotyping of Left Ventricular Hypertrophy With Cardiovascular Deep Learning.,"IMPORTANCE: Early detection and characterization of increased left ventricular (LV) wall thickness can markedly impact patient care but is limited by under-recognition of hypertrophy, measurement error and variability, and difficulty differentiating causes of increased wall thickness, such as hypertrophy, cardiomyopathy, and cardiac amyloidosis. OBJECTIVE: To assess the accuracy of a deep learning workflow in quantifying ventricular hypertrophy and predicting the cause of increased LV wall thickness. DESIGN, SETTINGS, AND PARTICIPANTS: This cohort study included physician-curated cohorts from the Stanford Amyloid Center and Cedars-Sinai Medical Center (CSMC) Advanced Heart Disease Clinic for cardiac amyloidosis and the Stanford Center for Inherited Cardiovascular Disease and the CSMC Hypertrophic Cardiomyopathy Clinic for hypertrophic cardiomyopathy from January 1, 2008, to December 31, 2020. The deep learning algorithm was trained and tested on retrospectively obtained independent echocardiogram videos from Stanford Healthcare, CSMC, and the Unity Imaging Collaborative. MAIN OUTCOMES AND MEASURES: The main outcome was the accuracy of the deep learning algorithm in measuring left ventricular dimensions and identifying patients with increased LV wall thickness diagnosed with hypertrophic cardiomyopathy and cardiac amyloidosis. RESULTS: The study included 23 745 patients: 12 001 from Stanford Health Care (6509 [54.2%] female; mean [SD] age, 61.6 [17.4] years) and 1309 from CSMC (808 [61.7%] female; mean [SD] age, 62.8 [17.2] years) with parasternal long-axis videos and 8084 from Stanford Health Care (4201 [54.0%] female; mean [SD] age, 69.1 [16.8] years) and 2351 from CSMS (6509 [54.2%] female; mean [SD] age, 69.6 [14.7] years) with apical 4-chamber videos. The deep learning algorithm accurately measured intraventricular wall thickness (mean absolute error [MAE], 1.2 mm; 95% CI, 1.1-1.3 mm), LV diameter (MAE, 2.4 mm; 95% CI, 2.2-2.6 mm), and posterior wall thickness (MAE, 1.4 mm; 95% CI, 1.2-1.5 mm) and classified cardiac amyloidosis (area under the curve [AUC], 0.83) and hypertrophic cardiomyopathy (AUC, 0.98) separately from other causes of LV hypertrophy. In external data sets from independent domestic and international health care systems, the deep learning algorithm accurately quantified ventricular parameters (domestic: R2, 0.96; international: R2, 0.90). For the domestic data set, the MAE was 1.7 mm (95% CI, 1.6-1.8 mm) for intraventricular septum thickness, 3.8 mm (95% CI, 3.5-4.0 mm) for LV internal dimension, and 1.8 mm (95% CI, 1.7-2.0 mm) for LV posterior wall thickness. For the international data set, the MAE was 1.7 mm (95% CI, 1.5-2.0 mm) for intraventricular septum thickness, 2.9 mm (95% CI, 2.4-3.3 mm) for LV internal dimension, and 2.3 mm (95% CI, 1.9-2.7 mm) for LV posterior wall thickness. The deep learning algorithm accurately detected cardiac amyloidosis (AUC, 0.79) and hypertrophic cardiomyopathy (AUC, 0.89) in the domestic external validation site. CONCLUSIONS AND RELEVANCE: In this cohort study, the deep learning model accurately identified subtle changes in LV wall geometric measurements and the causes of hypertrophy. Unlike with human experts, the deep learning workflow is fully automated, allowing for reproducible, precise measurements, and may provide a foundation for precision diagnosis of cardiac hypertrophy."
35146435,No,Yes,No,No,Automatic Diagnosis Labeling of Cardiovascular MRI by Using Semisupervised Natural Language Processing of Text Reports.,"PURPOSE: To assess whether the semisupervised natural language processing (NLP) of text from clinical radiology reports could provide useful automated diagnosis categorization for ground truth labeling to overcome manual labeling bottlenecks in the machine learning pipeline. MATERIALS AND METHODS: In this retrospective study, 1503 text cardiac MRI reports from 2016 to 2019 were manually annotated for five diagnoses by clinicians: normal, dilated cardiomyopathy (DCM), hypertrophic cardiomyopathy, myocardial infarction (MI), and myocarditis. A semisupervised method that uses bidirectional encoder representations from transformers (BERT) pretrained on 1.14 million scientific publications was fine-tuned by using the manually extracted labels, with a report dataset split into groups of 801 for training, 302 for validation, and 400 for testing. The model's performance was compared with two traditional NLP models: a rule-based model and a support vector machine (SVM) model. The models' F1 scores and receiver operating characteristic curves were used to analyze performance. RESULTS: After 15 epochs, the F1 scores on the test set of 400 reports were as follows: normal, 84%; DCM, 79%; hypertrophic cardiomyopathy, 86%; MI, 91%; and myocarditis, 86%. The pooled F1 score and area under the receiver operating curve were 86% and 0.96, respectively. On the same test set, the BERT model had a higher performance than the rule-based model (F1 score, 42%) and SVM model (F1 score, 82%). Diagnosis categories classified by using the BERT model performed the labeling of 1000 MR images in 0.2 second. CONCLUSION: The developed model used labels extracted from radiology reports to provide automated diagnosis categorization of MR images with a high level of performance.Keywords: Semisupervised Learning, Diagnosis/Classification/Application Domain, Named Entity Recognition, MRI Supplemental material is available for this article. (c) RSNA, 2021."
34891859,No,Yes,No,No,Comparison of three U-Net family architectures for left ventricular myocardial wall automatic segmentation.,"Left ventricular (LV) segmentation is an important process which can provide quantitative clinical measurements such as volume, wall thickness and ejection fraction. The development of an automatic LV segmentation procedure is a challenging and complicated task mainly due to the variation of the heart shape from patient to patient, especially for those with pathological and physiological changes. In this study, we focus on the implementation, evaluation and comparison of three different Deep Learning architectures of the U-Net family: the custom 2-D U-Net, the ResU-Net++ and the DenseU-Net, in order to segment the LV myocardial wall. Our approach was applied to cardiac CT datasets specifically derived from patients with hypertrophic cardiomyopathy. The results of the models demonstrated high performance in the segmentation process with minor losses. The model revealed a dice score for U-Net, Res-U-net++ and Dense U-Net, 0.81, 0.82 and 0.84, respectively."
34861618,No,Yes,No,No,Left ventricular non-compaction cardiomyopathy automatic diagnosis using a deep learning approach.,"BACKGROUND AND OBJECTIVE: Left ventricular non-compaction (LVNC) is an uncommon cardiomyopathy characterised by a thick and spongy left ventricle wall caused by the high presence of trabeculae (hyper-trabeculation). Recently, the percentage of the trabecular volume to the total volume of the external wall of the left ventricle (VT%) has been proposed to diagnose this illness. METHODS: This paper presents the use of a deep learning-based method to measure the (VT%) value and diagnose this rare cardiomyopathy. The population used in this research was composed of 277 patients suffering from hypertrophic cardiomyopathy. 134 patients only suffered hypertrophic cardiomyopathy, and 143 also suffered left ventricular non-compaction. Our deep learning solution is based on a 2D U-Net. This artificial neural network (ANN) was trained on short-axis magnetic resonance imaging to segment the left ventricle's internal cavity, external wall, and trabecular tissue. 5-fold cross-validation was performed to ensure the robustness of the results. The Dice coefficient of the three classes was computed as a measure of the precision of the segmentation. Based on this segmentation, the percentage of the trabecular volume (VT%) was computed. Two specialist cardiologists rated the segmentation produced by the neural network for 25 patients to evaluate the clinical validity of the outputs. The computed VT% was used to automatically diagnose the 277 patients depending on whether or not a given threshold was exceeded. A receiver operating characteristic analysis was also performed. RESULTS: According to the cross-validation results, the average and standard deviation of the Dice coefficient for the internal cavity, external wall, and trabeculae were 0.96+/-0.00, 0.89+/-0.00, and 0.84+/-0.00, respectively. The cardiologists rated 99.5% of the evaluated segmentations as clinically valid for diagnosis, outperforming existing automatic traditional tools. The area under the ROC curve was 0.94 (95% confidence interval, 0.91-0.96). The accuracy, sensitivity, and specificity values of diagnosis using a threshold of 25% were 0.87, 0.93, and 0.80, respectively. CONCLUSIONS: The U-Net neural network can achieve excellent results in the delineation of different cardiac structures of short-axis cardiac MRI. The high-quality segmentation allows for the correct measurement of left ventricular hyper-trabeculation and a definitive diagnosis of LVNC illness. Using this kind of solution could lead to more objective and faster analysis, reducing human error and time spent by cardiologists."
34762648,No,Yes,No,No,"MitoScape: A big-data, machine-learning platform for obtaining mitochondrial DNA from next-generation sequencing data.","The growing number of next-generation sequencing (NGS) data presents a unique opportunity to study the combined impact of mitochondrial and nuclear-encoded genetic variation in complex disease. Mitochondrial DNA variants and in particular, heteroplasmic variants, are critical for determining human disease severity. While there are approaches for obtaining mitochondrial DNA variants from NGS data, these software do not account for the unique characteristics of mitochondrial genetics and can be inaccurate even for homoplasmic variants. We introduce MitoScape, a novel, big-data, software for extracting mitochondrial DNA sequences from NGS. MitoScape adopts a novel departure from other algorithms by using machine learning to model the unique characteristics of mitochondrial genetics. We also employ a novel approach of using rho-zero (mitochondrial DNA-depleted) data to model nuclear-encoded mitochondrial sequences. We showed that MitoScape produces accurate heteroplasmy estimates using gold-standard mitochondrial DNA data. We provide a comprehensive comparison of the most common tools for obtaining mtDNA variants from NGS and showed that MitoScape had superior performance to compared tools in every statistically category we compared, including false positives and false negatives. By applying MitoScape to common disease examples, we illustrate how MitoScape facilitates important heteroplasmy-disease association discoveries by expanding upon a reported association between hypertrophic cardiomyopathy and mitochondrial haplogroup T in men (adjusted p-value = 0.003). The improved accuracy of mitochondrial DNA variants produced by MitoScape will be instrumental in diagnosing disease in the context of personalized medicine and clinical diagnostics."
34757566,No,Yes,No,No,Using deep learning method to identify left ventricular hypertrophy on echocardiography.,"BACKGROUND: Left ventricular hypertrophy (LVH) is an independent prognostic factor for cardiovascular events and it can be detected by echocardiography in the early stage. In this study, we aim to develop a semi-automatic diagnostic network based on deep learning algorithms to detect LVH. METHODS: We retrospectively collected 1610 transthoracic echocardiograms, included 724 patients [189 hypertensive heart disease (HHD), 218 hypertrophic cardiomyopathy (HCM), and 58 cardiac amyloidosis (CA), along with 259 controls]. The diagnosis of LVH was defined by two experienced clinicians. For the deep learning architecture, we introduced ResNet and U-net++ to complete classification and segmentation tasks respectively. The models were trained and validated independently. Then, we connected the best-performing models to form the final framework and tested its capabilities. RESULTS: In terms of individual networks, the view classification model produced AUC = 1.0. The AUC of the LVH detection model was 0.98 (95% CI 0.94-0.99), with corresponding sensitivity and specificity of 94.0% (95% CI 85.3-98.7%) and 91.6% (95% CI 84.6-96.1%) respectively. For etiology identification, the independent model yielded good results with AUC = 0.90 (95% CI 0.82-0.95) for HCM, AUC = 0.94 (95% CI 0.88-0.98) for CA, and AUC = 0.88 (95% CI 0.80-0.93) for HHD. Finally, our final integrated framework automatically classified four conditions (Normal, HCM, CA, and HHD), which achieved an average of AUC 0.91, with an average sensitivity and specificity of 83.7% and 90.0%. CONCLUSION: Deep learning architecture has the ability to detect LVH and even distinguish the latent etiology of LVH."
34573896,No,Yes,No,No,Classification of Cardiomyopathies from MR Cine Images Using Convolutional Neural Network with Transfer Learning.,"The automatic classification of various types of cardiomyopathies is desirable but has never been performed using a convolutional neural network (CNN). The purpose of this study was to evaluate currently available CNN models to classify cine magnetic resonance (cine-MR) images of cardiomyopathies. METHOD: Diastolic and systolic frames of 1200 cine-MR sequences of three categories of subjects (395 normal, 411 hypertrophic cardiomyopathy, and 394 dilated cardiomyopathy) were selected, preprocessed, and labeled. Pretrained, fine-tuned deep learning models (VGG) were used for image classification (sixfold cross-validation and double split testing with hold-out data). The heat activation map algorithm (Grad-CAM) was applied to reveal salient pixel areas leading to the classification. RESULTS: The diastolic-systolic dual-input concatenated VGG model cross-validation accuracy was 0.982 +/- 0.009. Summed confusion matrices showed that, for the 1200 inputs, the VGG model led to 22 errors. The classification of a 227-input validation group, carried out by an experienced radiologist and cardiologist, led to a similar number of discrepancies. The image preparation process led to 5% accuracy improvement as compared to nonprepared images. Grad-CAM heat activation maps showed that most misclassifications occurred when extracardiac location caught the attention of the network. CONCLUSIONS: CNN networks are very well suited and are 98% accurate for the classification of cardiomyopathies, regardless of the imaging plane, when both diastolic and systolic frames are incorporated. Misclassification is in the same range as inter-observer discrepancies in experienced human readers."
34532095,No,Yes,No,No,Diagnostic and prognostic value of MATN3 expression in gastric carcinoma: TCGA database mining.,"BACKGROUNDS: Globally, the high morbidity and mortality of gastric carcinoma (GC) have been one of the great challenges facing humanity. However, the early diagnosis of GC is still unknown. Matrilin-3 (MATN3) is a member of the extracellular matrix (ECM) protein family. Previous studies have reported a correlation between the expression of MATN3 and bone disease. However, the role of MATN3 in GC has not been reported in depth, which can have a possible far-reaching implication for GC. METHODS: We explored the diagnostic and prognostic value and pathway enrichment of MATN3 expression in GC. Limma package conducted by R was used to analysis the difference expression data of MATN3 from The Cancer Genome Atlas (TCGA). The receiver operating characteristic (ROC) curve analysis was used to estimate the diagnostic value of MATN3 expression. univariate and multivariate analysis were used to assess the prognostic value of MATN3, and gene set enrichment analysis (GSEA) to identify the enriched signaling pathways. RESULTS: MATN3 was found to be significantly higher in GC tissue samples. GC patients with high MATN3 expression had poor prognosis. Then, GSEA showed that the gene sets were correlated with signaling pathways including ECM receptor interaction, hypertrophic cardiomyopathy (HCM), and glycosaminoglycan biosynthesis chondroitin sulfate, among others. CONCLUSIONS: The study suggests that MATN3 can serve as a potential diagnostic and prognostic biomarker for GC."
34441937,No,Yes,No,No,Stress Echo 2030: The Novel ABCDE-(FGLPR) Protocol to Define the Future of Imaging.,"With stress echo (SE) 2020 study, a new standard of practice in stress imaging was developed and disseminated: the ABCDE protocol for functional testing within and beyond CAD. ABCDE protocol was the fruit of SE 2020, and is the seed of SE 2030, which is articulated in 12 projects: 1-SE in coronary artery disease (SECAD); 2-SE in diastolic heart failure (SEDIA); 3-SE in hypertrophic cardiomyopathy (SEHCA); 4-SE post-chest radiotherapy and chemotherapy (SERA); 5-Artificial intelligence SE evaluation (AI-SEE); 6-Environmental stress echocardiography and air pollution (ESTER); 7-SE in repaired Tetralogy of Fallot (SETOF); 8-SE in post-COVID-19 (SECOV); 9: Recovery by stress echo of conventionally unfit donor good hearts (RESURGE); 10-SE for mitral ischemic regurgitation (SEMIR); 11-SE in valvular heart disease (SEVA); 12-SE for coronary vasospasm (SESPASM). The study aims to recruit in the next 5 years (2021-2025) >/=10,000 patients followed for >/=5 years (up to 2030) from >/=20 quality-controlled laboratories from >/=10 countries. In this COVID-19 era of sustainable health care delivery, SE2030 will provide the evidence to finally recommend SE as the optimal and versatile imaging modality for functional testing anywhere, any time, and in any patient."
34170197,No,Yes,No,No,Deep learning-based automated left ventricular ejection fraction assessment using 2-D echocardiography.,"Deep learning (DL) has been applied for automatic left ventricle (LV) ejection fraction (EF) measurement, but the diagnostic performance was rarely evaluated for various phenotypes of heart disease. This study aims to evaluate a new DL algorithm for automated LVEF measurement using two-dimensional echocardiography (2DE) images collected from three centers. The impact of three ultrasound machines and three phenotypes of heart diseases on the automatic LVEF measurement was evaluated. Using 36890 frames of 2DE from 340 patients, we developed a DL algorithm based on U-Net (DPS-Net) and the biplane Simpson's method was applied for LVEF calculation. Results showed a high performance in LV segmentation and LVEF measurement across phenotypes and echo systems by using DPS-Net. Good performance was obtained for LV segmentation when DPS-Net was tested on the CAMUS data set (Dice coefficient of 0.932 and 0.928 for ED and ES). Better performance of LV segmentation in study-wise evaluation was observed by comparing the DPS-Net v2 to the EchoNet-dynamic algorithm (P = 0.008). DPS-Net was associated with high correlations and good agreements for the LVEF measurement. High diagnostic performance was obtained that the area under receiver operator characteristic curve was 0.974, 0.948, 0.968, and 0.972 for normal hearts and disease phenotypes including atrial fibrillation, hypertrophic cardiomyopathy, dilated cardiomyopathy, respectively. High performance was obtained by using DPS-Net in LV detection and LVEF measurement for heart failure with several phenotypes. High performance was observed in a large-scale dataset, suggesting that the DPS-Net was highly adaptive across different echocardiographic systems.NEW & NOTEWORTHY A new strategy of feature extraction and fusion could enhance the accuracy of automatic LVEF assessment based on multiview 2-D echocardiographic sequences. High diagnostic performance for the determination of heart failure was obtained by using DPS-Net in cases with different phenotypes of heart diseases. High performance for left ventricle segmentation was obtained by using DPS-Net, suggesting the potential for a wider range of application in the interpretation of 2DE images."
34163525,No,Yes,No,No,Automated Facial Recognition for Noonan Syndrome Using Novel Deep Convolutional Neural Network With Additive Angular Margin Loss.,"BACKGROUND: Noonan syndrome (NS), a genetically heterogeneous disorder, presents with hypertelorism, ptosis, dysplastic pulmonary valve stenosis, hypertrophic cardiomyopathy, and small stature. Early detection and assessment of NS are crucial to formulating an individualized treatment protocol. However, the diagnostic rate of pediatricians and pediatric cardiologists is limited. To overcome this challenge, we propose an automated facial recognition model to identify NS using a novel deep convolutional neural network (DCNN) with a loss function called additive angular margin loss (ArcFace). METHODS: The proposed automated facial recognition models were trained on dataset that included 127 NS patients, 163 healthy children, and 130 children with several other dysmorphic syndromes. The photo dataset contained only one frontal face image from each participant. A novel DCNN framework with ArcFace loss function (DCNN-Arcface model) was constructed. Two traditional machine learning models and a DCNN model with cross-entropy loss function (DCNN-CE model) were also constructed. Transfer learning and data augmentation were applied in the training process. The identification performance of facial recognition models was assessed by five-fold cross-validation. Comparison of the DCNN-Arcface model to two traditional machine learning models, the DCNN-CE model, and six physicians were performed. RESULTS: At distinguishing NS patients from healthy children, the DCNN-Arcface model achieved an accuracy of 0.9201 +/- 0.0138 and an area under the receiver operator characteristic curve (AUC) of 0.9797 +/- 0.0055. At distinguishing NS patients from children with several other genetic syndromes, it achieved an accuracy of 0.8171 +/- 0.0074 and an AUC of 0.9274 +/- 0.0062. In both cases, the DCNN-Arcface model outperformed the two traditional machine learning models, the DCNN-CE model, and six physicians. CONCLUSION: This study shows that the proposed DCNN-Arcface model is a promising way to screen NS patients and can improve the NS diagnosis rate."
34118751,No,Yes,No,No,A computational pipeline for data augmentation towards the improvement of disease classification and risk stratification models: A case study in two clinical domains.,"Virtual population generation is an emerging field in data science with numerous applications in healthcare towards the augmentation of clinical research databases with significant lack of population size. However, the impact of data augmentation on the development of AI (artificial intelligence) models to address clinical unmet needs has not yet been investigated. In this work, we assess whether the aggregation of real with virtual patient data can improve the performance of the existing risk stratification and disease classification models in two rare clinical domains, namely the primary Sjogren's Syndrome (pSS) and the hypertrophic cardiomyopathy (HCM), for the first time in the literature. To do so, multivariate approaches, such as, the multivariate normal distribution (MVND), and straightforward ones, such as, the Bayesian networks, the artificial neural networks (ANNs), and the tree ensembles are compared against their performance towards the generation of high-quality virtual data. Both boosting and bagging algorithms, such as, the Gradient boosting trees (XGBoost), the AdaBoost and the Random Forests (RFs) were trained on the augmented data to evaluate the performance improvement for lymphoma classification and HCM risk stratification. Our results revealed the favorable performance of the tree ensemble generators, in both domains, yielding virtual data with goodness-of-fit 0.021 and KL-divergence 0.029 in pSS and 0.029, 0.027 in HCM, respectively. The application of the XGBoost on the augmented data revealed an increase by 10.9% in accuracy, 10.7% in sensitivity, 11.5% in specificity for lymphoma classification and 16.1% in accuracy, 16.9% in sensitivity, 13.7% in specificity in HCM risk stratification."
33599043,No,Yes,No,No,Improved Quantification of Myocardium Scar in Late Gadolinium Enhancement Images: Deep Learning Based Image Fusion Approach.,"BACKGROUND: Quantification of myocardium scarring in late gadolinium enhanced (LGE) cardiac magnetic resonance imaging can be challenging due to low scar-to-background contrast and low image quality. To resolve ambiguous LGE regions, experienced readers often use conventional cine sequences to accurately identify the myocardium borders. PURPOSE: To develop a deep learning model for combining LGE and cine images to improve the robustness and accuracy of LGE scar quantification. STUDY TYPE: Retrospective. POPULATION: A total of 191 hypertrophic cardiomyopathy patients: 1) 162 patients from two sites randomly split into training (50%; 81 patients), validation (25%, 40 patients), and testing (25%; 41 patients); and 2) an external testing dataset (29 patients) from a third site. FIELD STRENGTH/SEQUENCE: 1.5T, inversion-recovery segmented gradient-echo LGE and balanced steady-state free-precession cine sequences ASSESSMENT: Two convolutional neural networks (CNN) were trained for myocardium and scar segmentation, one with and one without LGE-Cine fusion. For CNN with fusion, the input was two aligned LGE and cine images at matched cardiac phase and anatomical location. For CNN without fusion, only LGE images were used as input. Manual segmentation of the datasets was used as reference standard. STATISTICAL TESTS: Manual and CNN-based quantifications of LGE scar burden and of myocardial volume were assessed using Pearson linear correlation coefficients (r) and Bland-Altman analysis. RESULTS: Both CNN models showed strong agreement with manual quantification of LGE scar burden and myocardium volume. CNN with LGE-Cine fusion was more robust than CNN without LGE-Cine fusion, allowing for successful segmentation of significantly more slices (603 [95%] vs. 562 (89%) of 635 slices; P < 0.001). Also, CNN with LGE-Cine fusion showed better agreement with manual quantification of LGE scar burden than CNN without LGE-Cine fusion (%Scar(LGE-cine) = 0.82 x %Scar(manual) , r = 0.84 vs. %Scar(LGE)  = 0.47 x %Scar(manual) , r = 0.81) and myocardium volume (Volume(LGE-cine) = 1.03 x Volume(manual) , r = 0.96 vs. Volume(LGE)  = 0.91 x Volume(manual) , r = 0.91). DATA CONCLUSION: CNN based LGE-Cine fusion can improve the robustness and accuracy of automated scar quantification. LEVEL OF EVIDENCE: 3 TECHNICAL EFFICACY: 1."
33569410,No,Yes,No,No,Artificial intelligence-based myocardial texture analysis in etiological differentiation of left ventricular hypertrophy.,"BACKGROUND: Transthoracic echocardiography (TTE) is widely used in clinics to evaluate left ventricular hypertrophy (LVH). However, TTE is usually insufficient for the etiological diagnoses when morphological and functional features are nonspecific. With the booming of computer science and artificial intelligence (AI), previous literature has reported the application of radiomics based on cardiac magnetic resonance imaging, cardiac computed tomography and TTE in diagnosing several myocardial abnormalities, such as myocardial infarction, myocarditis, cardiac amyloidosis, and hypertrophic cardiomyopathy (HCM). In this study, we explored the possibility of using myocardial texture features in differentiating HCM, hypertensive heart disease (HHD) and uremic cardiomyopathy (UCM) based on echocardiography. To our knowledge, this was the first study to explore TTE myocardial texture analysis for multiple LVH etiology differentiation. METHODS: TTE images were reviewed retrospectively from January 2018 to collect 50 cases for each group of HHD, HCM and UCM. The apical four chamber view was retrieved. Seventeen first-order statistics and 60 gray level co-occurrence matrix (GLCM) features were extracted for statistics and classification test by support vector machine (SVM). RESULTS: Of all the parameters, entropy of brightness (EtBrt), standard deviation (Std), coefficient of variation (CoV), skewness (Skew), contrast7 (Cont7) and homogeneity5 (Hm5) were found statistically significant among the three groups (all P<0.05) and with acceptable reproducibility (intraobserver and interobserver ICC >0.50). As a result, HCM showed the most homogeneous myocardial texture, and was significantly different from HHD and UCM (all six features: P</=0.005). HHD appeared slightly more homogeneous than UCM, as only EtBrt and CoV were significant (P=0.011 and P=0.008). According to higher areas under the receiver operating characteristic curve (AUC) (>0.50), EtBrt, Std, and CoV were selected for test of classification as a combination of features. The AUC derived from SVM model was slightly improved compared with those of EtBrt, Std and CoV individually. CONCLUSIONS: AI-based myocardial texture analysis using ultrasonic images may be a potential approach to aiding LVH etiology differentiation."
33484944,No,Yes,No,No,"A fast, accurate, and generalisable heuristic-based negation detection algorithm for clinical text.","Negation detection is an important task in biomedical text mining. Particularly in clinical settings, it is of critical importance to determine whether findings mentioned in text are present or absent. Rule-based negation detection algorithms are a common approach to the task, and more recent investigations have resulted in the development of rule-based systems utilising the rich grammatical information afforded by typed dependency graphs. However, interacting with these complex representations inevitably necessitates complex rules, which are time-consuming to develop and do not generalise well. We hypothesise that a heuristic approach to determining negation via dependency graphs could offer a powerful alternative. We describe and implement an algorithm for negation detection based on grammatical distance from a negatory construct in a typed dependency graph. To evaluate the algorithm, we develop two testing corpora comprised of sentences of clinical text extracted from the MIMIC-III database and documents related to hypertrophic cardiomyopathy patients routinely collected at University Hospitals Birmingham NHS trust. Gold-standard validation datasets were built by a combination of human annotation and examination of algorithm error. Finally, we compare the performance of our approach with four other rule-based algorithms on both gold-standard corpora. The presented algorithm exhibits the best performance by f-measure over the MIMIC-III dataset, and a similar performance to the syntactic negation detection systems over the HCM dataset. It is also the fastest of the dependency-based negation systems explored in this study. Our results show that while a single heuristic approach to dependency-based negation detection is ignorant to certain advanced cases, it nevertheless forms a powerful and stable method, requiring minimal training and adaptation between datasets. As such, it could present a drop-in replacement or augmentation for many-rule negation approaches in clinical text-mining pipelines, particularly for cases where adaptation and rule development is not required or possible."
